user_id,plan_id,plan_name,billing_cycle,status,mrr,start_date,end_date,cancellation_reason
447,3,Starter,annual,active,12.5,2025-07-30,,
448,1,Free,monthly,active,0.0,2024-04-29,,
449,5,Pro,annual,canceled,40.83,2025-08-02,2025-12-23,Missing features
450,3,Starter,annual,canceled,12.5,2024-11-17,2025-11-28,Budget cuts
451,4,Pro,monthly,active,49.0,2026-04-22,,
452,1,Free,monthly,active,0.0,2024-08-09,,
453,4,Pro,monthly,active,49.0,2025-05-19,,
454,7,Enterprise,annual,canceled,165.83,2025-02-08,2026-04-10,Missing features
455,3,Starter,annual,active,12.5,2025-05-29,,
456,4,Pro,monthly,active,49.0,2025-11-02,,
457,2,Starter,monthly,active,15.0,2026-06-10,,
458,2,Starter,monthly,active,15.0,2025-07-22,,
459,1,Free,monthly,canceled,0.0,2024-05-17,2024-07-03,Poor support experience
460,1,Free,monthly,active,0.0,2025-02-11,,
461,1,Free,monthly,active,0.0,2025-01-04,,
462,5,Pro,annual,canceled,40.83,2026-01-30,2026-05-28,Missing features
463,1,Free,monthly,canceled,0.0,2025-09-20,2026-04-10,Budget cuts
464,4,Pro,monthly,active,49.0,2025-02-18,,
465,1,Free,monthly,upgraded,0.0,2026-06-27,2026-06-30,
466,2,Starter,monthly,active,15.0,2026-01-31,,
467,4,Pro,monthly,canceled,49.0,2026-02-28,2026-06-05,Too expensive
468,7,Enterprise,annual,downgraded,165.83,2026-05-21,2026-06-30,
469,7,Enterprise,annual,active,165.83,2026-01-23,,
470,3,Starter,annual,canceled,12.5,2025-04-12,2026-04-16,Switched to competitor
471,4,Pro,monthly,canceled,49.0,2026-04-04,2026-05-23,Poor support experience
472,1,Free,monthly,canceled,0.0,2025-07-01,2025-11-17,Too expensive
473,1,Free,monthly,active,0.0,2025-07-15,,
474,2,Starter,monthly,active,15.0,2024-09-26,,
475,2,Starter,monthly,active,15.0,2025-04-30,,
476,1,Free,monthly,active,0.0,2024-07-11,,
477,1,Free,monthly,active,0.0,2024-08-26,,
478,1,Free,monthly,active,0.0,2024-03-23,,
479,1,Free,monthly,active,0.0,2026-04-28,,
480,1,Free,monthly,active,0.0,2025-06-17,,
481,3,Starter,annual,canceled,12.5,2024-05-05,2026-06-04,Budget cuts
482,7,Enterprise,annual,canceled,165.83,2024-06-04,2025-09-10,No longer needed
483,1,Free,monthly,canceled,0.0,2024-06-07,2024-07-12,No longer needed
484,3,Starter,annual,active,12.5,2025-12-19,,
485,5,Pro,annual,active,40.83,2024-04-26,,
486,4,Pro,monthly,active,49.0,2024-08-03,,
487,3,Starter,annual,active,12.5,2024-06-07,,
488,2,Starter,monthly,active,15.0,2026-05-27,,
489,2,Starter,monthly,canceled,15.0,2026-02-23,2026-06-13,Budget cuts
490,1,Free,monthly,active,0.0,2026-06-13,,
491,1,Free,monthly,active,0.0,2024-09-19,,
492,4,Pro,monthly,upgraded,49.0,2026-03-31,2026-06-30,
493,2,Starter,monthly,active,15.0,2025-08-13,,
494,4,Pro,monthly,active,49.0,2025-02-16,,
495,1,Free,monthly,active,0.0,2025-01-01,,
496,2,Starter,monthly,canceled,15.0,2025-06-30,2026-02-10,No longer needed
497,4,Pro,monthly,active,49.0,2025-09-15,,
498,1,Free,monthly,canceled,0.0,2026-01-13,2026-02-11,Too expensive
499,4,Pro,monthly,active,49.0,2024-01-23,,
500,4,Pro,monthly,canceled,49.0,2025-05-07,2025-06-10,Too expensive
501,1,Free,monthly,canceled,0.0,2025-11-24,2026-06-26,Missing features
502,1,Free,monthly,canceled,0.0,2025-10-19,2025-12-03,Missing features
503,1,Free,monthly,active,0.0,2026-06-07,,
504,3,Starter,annual,active,12.5,2024-09-08,,
505,2,Starter,monthly,canceled,15.0,2025-05-31,2025-09-23,Poor support experience
506,5,Pro,annual,active,40.83,2025-04-06,,
507,1,Free,monthly,active,0.0,2025-10-29,,
508,1,Free,monthly,active,0.0,2024-04-25,,
509,3,Starter,annual,active,12.5,2026-06-20,,
510,2,Starter,monthly,active,15.0,2026-01-27,,
511,3,Starter,annual,active,12.5,2024-01-24,,
512,2,Starter,monthly,active,15.0,2025-01-20,,
513,3,Starter,annual,active,12.5,2025-11-01,,
514,7,Enterprise,annual,active,165.83,2024-10-27,,
515,2,Starter,monthly,active,15.0,2025-06-19,,
516,1,Free,monthly,active,0.0,2024-01-19,,
517,4,Pro,monthly,active,49.0,2026-06-18,,
518,1,Free,monthly,canceled,0.0,2026-01-17,2026-05-11,Missing features
519,7,Enterprise,annual,active,165.83,2025-05-07,,
520,6,Enterprise,monthly,active,199.0,2025-07-14,,
521,7,Enterprise,annual,canceled,165.83,2025-03-05,2026-02-12,Poor support experience
522,2,Starter,monthly,canceled,15.0,2024-06-04,2025-04-16,Missing features
523,3,Starter,annual,active,12.5,2025-11-05,,
524,1,Free,monthly,canceled,0.0,2026-05-22,2026-06-25,Budget cuts
525,2,Starter,monthly,canceled,15.0,2024-08-15,2026-06-06,Poor support experience
526,4,Pro,monthly,active,49.0,2026-06-27,,
527,2,Starter,monthly,active,15.0,2025-07-03,,
528,2,Starter,monthly,active,15.0,2025-07-04,,
529,1,Free,monthly,active,0.0,2026-06-24,,
530,1,Free,monthly,upgraded,0.0,2026-04-29,2026-06-30,
531,7,Enterprise,annual,active,165.83,2025-03-18,,
532,2,Starter,monthly,active,15.0,2026-01-05,,
533,6,Enterprise,monthly,canceled,199.0,2024-12-09,2025-09-05,Too expensive
534,1,Free,monthly,canceled,0.0,2026-02-26,2026-03-25,No longer needed
535,1,Free,monthly,canceled,0.0,2024-04-26,2025-11-16,Poor support experience
536,1,Free,monthly,active,0.0,2024-08-10,,
537,4,Pro,monthly,canceled,49.0,2026-05-21,2026-06-16,Too expensive
538,1,Free,monthly,canceled,0.0,2024-11-01,2025-06-10,Poor support experience
539,4,Pro,monthly,active,49.0,2026-05-27,,
540,1,Free,monthly,active,0.0,2026-02-15,,
541,3,Starter,annual,active,12.5,2024-08-02,,
542,7,Enterprise,annual,canceled,165.83,2025-04-23,2025-07-07,No longer needed
543,5,Pro,annual,upgraded,40.83,2026-05-14,2026-06-30,
544,1,Free,monthly,active,0.0,2025-04-21,,
545,1,Free,monthly,upgraded,0.0,2026-04-05,2026-06-30,
546,7,Enterprise,annual,active,165.83,2026-06-08,,
547,2,Starter,monthly,active,15.0,2025-11-19,,
548,4,Pro,monthly,active,49.0,2026-03-13,,
549,2,Starter,monthly,canceled,15.0,2025-08-14,2025-10-29,Too expensive
550,1,Free,monthly,canceled,0.0,2025-08-07,2026-06-15,Too expensive
551,5,Pro,annual,canceled,40.83,2025-04-14,2026-02-27,Too expensive
552,3,Starter,annual,canceled,12.5,2026-03-07,2026-04-30,Switched to competitor
553,5,Pro,annual,active,40.83,2025-04-29,,
554,2,Starter,monthly,active,15.0,2025-03-23,,
555,3,Starter,annual,active,12.5,2024-04-15,,
556,1,Free,monthly,canceled,0.0,2025-01-25,2025-11-19,Too expensive
557,1,Free,monthly,canceled,0.0,2025-06-10,2026-05-31,Budget cuts
558,1,Free,monthly,active,0.0,2024-07-04,,
559,6,Enterprise,monthly,active,199.0,2024-07-12,,
560,1,Free,monthly,active,0.0,2024-12-06,,
561,7,Enterprise,annual,active,165.83,2026-05-06,,
562,1,Free,monthly,active,0.0,2024-05-27,,
563,3,Starter,annual,active,12.5,2025-05-14,,
564,4,Pro,monthly,canceled,49.0,2025-06-04,2025-09-11,Too expensive
565,1,Free,monthly,active,0.0,2025-02-27,,
566,1,Free,monthly,active,0.0,2026-06-25,,
567,4,Pro,monthly,active,49.0,2025-08-29,,
568,1,Free,monthly,active,0.0,2026-02-28,,
569,6,Enterprise,monthly,canceled,199.0,2025-12-03,2026-01-26,Budget cuts
570,2,Starter,monthly,canceled,15.0,2025-07-18,2026-04-01,Budget cuts
571,4,Pro,monthly,active,49.0,2025-01-13,,
572,1,Free,monthly,canceled,0.0,2025-05-09,2026-02-26,No longer needed
573,4,Pro,monthly,canceled,49.0,2024-05-22,2025-10-20,Budget cuts
574,6,Enterprise,monthly,active,199.0,2026-02-19,,
575,4,Pro,monthly,active,49.0,2026-06-10,,
576,5,Pro,annual,canceled,40.83,2025-05-02,2025-12-02,Too expensive
577,7,Enterprise,annual,canceled,165.83,2024-06-08,2025-02-26,Too expensive
578,4,Pro,monthly,canceled,49.0,2025-06-13,2026-05-04,Budget cuts
579,2,Starter,monthly,active,15.0,2025-01-18,,
580,3,Starter,annual,active,12.5,2024-12-27,,
581,3,Starter,annual,canceled,12.5,2025-12-02,2026-01-26,Budget cuts
582,1,Free,monthly,active,0.0,2024-03-19,,
583,4,Pro,monthly,active,49.0,2026-01-26,,
584,2,Starter,monthly,active,15.0,2024-12-17,,
585,4,Pro,monthly,active,49.0,2025-11-07,,
586,5,Pro,annual,active,40.83,2024-11-08,,
587,2,Starter,monthly,active,15.0,2024-09-25,,
588,2,Starter,monthly,active,15.0,2025-06-28,,
589,3,Starter,annual,canceled,12.5,2025-04-17,2025-08-09,No longer needed
590,2,Starter,monthly,canceled,15.0,2025-11-19,2026-03-22,Missing features
591,3,Starter,annual,active,12.5,2024-07-16,,
592,1,Free,monthly,active,0.0,2024-07-02,,
593,2,Starter,monthly,active,15.0,2024-09-16,,
594,7,Enterprise,annual,canceled,165.83,2024-11-09,2026-05-07,No longer needed
595,3,Starter,annual,canceled,12.5,2025-05-18,2026-04-29,No longer needed
596,3,Starter,annual,active,12.5,2025-07-07,,
597,3,Starter,annual,active,12.5,2025-10-30,,
598,1,Free,monthly,canceled,0.0,2025-05-04,2026-05-27,Too expensive
599,1,Free,monthly,canceled,0.0,2025-05-25,2025-09-11,Poor support experience
600,1,Free,monthly,canceled,0.0,2026-05-11,2026-06-10,Missing features
601,1,Free,monthly,active,0.0,2025-10-07,,
602,2,Starter,monthly,canceled,15.0,2025-05-15,2025-06-23,Budget cuts
603,3,Starter,annual,active,12.5,2024-12-11,,
604,1,Free,monthly,active,0.0,2024-03-14,,
605,2,Starter,monthly,active,15.0,2025-04-14,,
606,3,Starter,annual,canceled,12.5,2025-05-24,2026-05-08,Poor support experience
607,2,Starter,monthly,active,15.0,2025-10-05,,
608,4,Pro,monthly,active,49.0,2025-12-14,,
609,4,Pro,monthly,upgraded,49.0,2026-06-19,2026-06-30,
610,1,Free,monthly,active,0.0,2024-07-30,,
611,1,Free,monthly,active,0.0,2025-09-18,,
612,1,Free,monthly,active,0.0,2025-09-25,,
613,4,Pro,monthly,canceled,49.0,2025-12-02,2026-03-17,Missing features
614,3,Starter,annual,active,12.5,2024-09-14,,
615,4,Pro,monthly,active,49.0,2024-03-13,,
616,1,Free,monthly,active,0.0,2024-08-21,,
617,1,Free,monthly,active,0.0,2024-07-04,,
618,4,Pro,monthly,active,49.0,2024-05-27,,
619,1,Free,monthly,upgraded,0.0,2026-06-26,2026-06-30,
620,2,Starter,monthly,active,15.0,2025-02-25,,
621,6,Enterprise,monthly,canceled,199.0,2024-10-09,2026-01-27,Switched to competitor
622,4,Pro,monthly,active,49.0,2025-11-23,,
623,1,Free,monthly,active,0.0,2024-03-26,,
624,1,Free,monthly,active,0.0,2025-05-06,,
625,2,Starter,monthly,active,15.0,2024-07-08,,
626,6,Enterprise,monthly,active,199.0,2024-05-20,,
627,1,Free,monthly,active,0.0,2025-06-11,,
628,6,Enterprise,monthly,active,199.0,2026-01-25,,
629,1,Free,monthly,active,0.0,2026-06-11,,
630,1,Free,monthly,canceled,0.0,2024-02-25,2025-04-28,Switched to competitor
631,1,Free,monthly,active,0.0,2025-04-07,,
632,5,Pro,annual,active,40.83,2024-08-24,,
633,1,Free,monthly,canceled,0.0,2025-03-02,2025-08-12,Missing features
634,1,Free,monthly,active,0.0,2024-01-23,,
635,2,Starter,monthly,upgraded,15.0,2026-05-12,2026-06-30,
636,1,Free,monthly,active,0.0,2024-10-22,,
637,4,Pro,monthly,active,49.0,2024-07-05,,
638,3,Starter,annual,active,12.5,2025-03-27,,
639,1,Free,monthly,canceled,0.0,2024-06-15,2025-02-07,Switched to competitor
640,2,Starter,monthly,active,15.0,2024-02-24,,
641,3,Starter,annual,active,12.5,2026-05-26,,
642,2,Starter,monthly,active,15.0,2025-02-15,,
643,2,Starter,monthly,active,15.0,2024-12-19,,
644,3,Starter,annual,canceled,12.5,2025-09-09,2026-04-05,No longer needed
645,6,Enterprise,monthly,canceled,199.0,2025-02-28,2025-06-20,Missing features
646,3,Starter,annual,active,12.5,2024-10-22,,
647,3,Starter,annual,canceled,12.5,2024-07-31,2025-06-02,Too expensive
648,4,Pro,monthly,active,49.0,2025-02-28,,
649,1,Free,monthly,active,0.0,2024-07-27,,
650,1,Free,monthly,canceled,0.0,2024-10-26,2026-03-05,Poor support experience
651,4,Pro,monthly,canceled,49.0,2024-01-30,2026-01-19,Missing features
652,7,Enterprise,annual,active,165.83,2026-02-20,,
653,6,Enterprise,monthly,active,199.0,2024-11-13,,
654,1,Free,monthly,active,0.0,2025-06-26,,
655,3,Starter,annual,canceled,12.5,2026-04-26,2026-06-11,Too expensive
656,2,Starter,monthly,active,15.0,2024-05-20,,
657,2,Starter,monthly,active,15.0,2026-05-01,,
658,1,Free,monthly,active,0.0,2025-04-16,,
659,6,Enterprise,monthly,active,199.0,2025-07-27,,
660,1,Free,monthly,canceled,0.0,2024-11-10,2025-11-13,No longer needed
661,4,Pro,monthly,active,49.0,2024-05-27,,
662,6,Enterprise,monthly,active,199.0,2026-06-22,,
663,6,Enterprise,monthly,active,199.0,2024-05-31,,
664,1,Free,monthly,active,0.0,2025-06-01,,
665,2,Starter,monthly,active,15.0,2026-01-12,,
666,1,Free,monthly,active,0.0,2026-05-04,,
667,4,Pro,monthly,active,49.0,2025-08-01,,
668,1,Free,monthly,active,0.0,2025-09-06,,
669,7,Enterprise,annual,active,165.83,2025-12-24,,
670,4,Pro,monthly,active,49.0,2025-02-14,,
671,1,Free,monthly,canceled,0.0,2026-05-14,2026-06-18,Budget cuts
672,4,Pro,monthly,canceled,49.0,2024-12-30,2025-07-01,Poor support experience
673,4,Pro,monthly,canceled,49.0,2025-07-11,2025-09-06,Budget cuts
674,2,Starter,monthly,canceled,15.0,2025-01-26,2026-01-26,Too expensive
675,7,Enterprise,annual,canceled,165.83,2024-11-04,2026-03-28,Budget cuts
676,1,Free,monthly,active,0.0,2026-06-20,,
677,1,Free,monthly,active,0.0,2025-05-18,,
678,2,Starter,monthly,canceled,15.0,2025-04-26,2026-04-06,Poor support experience
679,4,Pro,monthly,active,49.0,2025-01-25,,
680,1,Free,monthly,canceled,0.0,2024-04-09,2025-03-14,Missing features
681,1,Free,monthly,active,0.0,2026-06-08,,
682,1,Free,monthly,active,0.0,2024-09-30,,
683,2,Starter,monthly,active,15.0,2025-12-08,,
684,1,Free,monthly,active,0.0,2025-05-23,,
685,1,Free,monthly,active,0.0,2026-01-30,,
686,2,Starter,monthly,active,15.0,2024-12-21,,
687,2,Starter,monthly,active,15.0,2024-09-14,,
688,3,Starter,annual,active,12.5,2025-06-23,,
689,3,Starter,annual,active,12.5,2025-06-18,,
690,6,Enterprise,monthly,active,199.0,2026-01-19,,
691,1,Free,monthly,active,0.0,2024-06-02,,
692,2,Starter,monthly,canceled,15.0,2024-06-12,2025-09-30,Missing features
693,4,Pro,monthly,active,49.0,2024-02-26,,
694,1,Free,monthly,upgraded,0.0,2026-05-09,2026-06-30,
695,4,Pro,monthly,active,49.0,2025-05-23,,
696,4,Pro,monthly,active,49.0,2025-02-07,,
697,1,Free,monthly,canceled,0.0,2025-12-17,2026-04-25,Missing features
698,1,Free,monthly,upgraded,0.0,2026-04-21,2026-06-30,
699,1,Free,monthly,canceled,0.0,2025-07-19,2026-01-12,No longer needed
700,2,Starter,monthly,active,15.0,2024-01-09,,
701,1,Free,monthly,active,0.0,2025-09-21,,
702,3,Starter,annual,active,12.5,2026-04-25,,
703,6,Enterprise,monthly,active,199.0,2025-05-23,,
704,3,Starter,annual,active,12.5,2024-12-29,,
705,4,Pro,monthly,active,49.0,2026-03-22,,
706,2,Starter,monthly,active,15.0,2024-07-19,,
707,1,Free,monthly,active,0.0,2025-10-03,,
708,7,Enterprise,annual,active,165.83,2025-06-17,,
709,3,Starter,annual,active,12.5,2025-01-07,,
710,1,Free,monthly,active,0.0,2025-09-06,,
711,1,Free,monthly,active,0.0,2025-09-24,,
712,7,Enterprise,annual,active,165.83,2026-06-02,,
713,2,Starter,monthly,active,15.0,2025-06-15,,
714,1,Free,monthly,active,0.0,2025-09-26,,
715,1,Free,monthly,active,0.0,2025-05-19,,
716,3,Starter,annual,canceled,12.5,2025-12-08,2026-01-14,Missing features
717,7,Enterprise,annual,active,165.83,2024-12-25,,
718,1,Free,monthly,canceled,0.0,2024-02-25,2025-04-17,Switched to competitor
719,3,Starter,annual,active,12.5,2026-05-28,,
720,2,Starter,monthly,active,15.0,2026-05-04,,
721,5,Pro,annual,active,40.83,2025-12-05,,
722,7,Enterprise,annual,active,165.83,2024-10-23,,
723,5,Pro,annual,active,40.83,2024-03-03,,
724,2,Starter,monthly,canceled,15.0,2026-04-21,2026-05-27,Poor support experience
725,1,Free,monthly,active,0.0,2025-01-29,,
726,4,Pro,monthly,canceled,49.0,2024-11-01,2025-10-26,Switched to competitor
727,1,Free,monthly,active,0.0,2025-06-08,,
728,5,Pro,annual,active,40.83,2024-10-22,,
729,6,Enterprise,monthly,downgraded,199.0,2026-04-28,2026-06-30,
730,1,Free,monthly,canceled,0.0,2025-06-19,2025-11-30,Too expensive
731,1,Free,monthly,active,0.0,2025-11-07,,
732,4,Pro,monthly,active,49.0,2024-02-16,,
733,3,Starter,annual,active,12.5,2026-06-11,,
734,1,Free,monthly,canceled,0.0,2024-01-06,2024-12-08,No longer needed
735,1,Free,monthly,canceled,0.0,2025-09-25,2025-10-21,Too expensive
736,4,Pro,monthly,active,49.0,2024-01-15,,
737,1,Free,monthly,active,0.0,2026-05-12,,
738,1,Free,monthly,canceled,0.0,2026-01-26,2026-02-24,Missing features
739,1,Free,monthly,active,0.0,2025-03-16,,
740,3,Starter,annual,active,12.5,2024-05-22,,
741,1,Free,monthly,active,0.0,2024-01-20,,
742,4,Pro,monthly,active,49.0,2025-10-19,,
743,5,Pro,annual,active,40.83,2025-12-23,,
744,1,Free,monthly,active,0.0,2026-03-29,,
745,2,Starter,monthly,canceled,15.0,2026-01-30,2026-05-21,Budget cuts
746,3,Starter,annual,active,12.5,2026-02-01,,
747,1,Free,monthly,active,0.0,2024-09-21,,
748,6,Enterprise,monthly,active,199.0,2025-06-22,,
749,1,Free,monthly,active,0.0,2025-06-03,,
750,4,Pro,monthly,upgraded,49.0,2026-05-04,2026-06-30,
751,1,Free,monthly,upgraded,0.0,2026-05-04,2026-06-30,
752,5,Pro,annual,upgraded,40.83,2026-04-20,2026-06-30,
753,4,Pro,monthly,active,49.0,2024-01-31,,
754,1,Free,monthly,active,0.0,2024-03-03,,
755,1,Free,monthly,upgraded,0.0,2026-06-26,2026-06-30,
756,5,Pro,annual,active,40.83,2024-08-08,,
757,1,Free,monthly,active,0.0,2026-03-05,,
758,2,Starter,monthly,active,15.0,2024-09-11,,
759,1,Free,monthly,canceled,0.0,2026-05-02,2026-06-06,Too expensive
760,3,Starter,annual,canceled,12.5,2024-05-06,2024-06-02,Poor support experience
761,4,Pro,monthly,active,49.0,2026-02-17,,
762,3,Starter,annual,active,12.5,2025-11-15,,
763,7,Enterprise,annual,active,165.83,2024-04-23,,
764,1,Free,monthly,active,0.0,2025-06-15,,
765,2,Starter,monthly,active,15.0,2024-10-06,,
766,1,Free,monthly,active,0.0,2025-04-29,,
767,2,Starter,monthly,canceled,15.0,2025-08-08,2026-01-23,No longer needed
768,4,Pro,monthly,active,49.0,2026-04-03,,
769,7,Enterprise,annual,canceled,165.83,2025-03-05,2026-02-04,Budget cuts
770,5,Pro,annual,upgraded,40.83,2026-05-31,2026-06-30,
771,1,Free,monthly,active,0.0,2025-02-23,,
772,6,Enterprise,monthly,active,199.0,2026-03-01,,
773,4,Pro,monthly,active,49.0,2025-10-18,,
774,2,Starter,monthly,active,15.0,2024-02-06,,
775,4,Pro,monthly,active,49.0,2026-05-11,,
776,2,Starter,monthly,active,15.0,2024-10-04,,
777,2,Starter,monthly,active,15.0,2025-09-21,,
778,2,Starter,monthly,canceled,15.0,2025-03-28,2025-12-25,Budget cuts
779,2,Starter,monthly,active,15.0,2024-04-27,,
780,2,Starter,monthly,active,15.0,2025-08-10,,
781,4,Pro,monthly,canceled,49.0,2026-05-16,2026-06-06,Missing features
782,3,Starter,annual,canceled,12.5,2025-07-22,2026-04-07,Switched to competitor
783,5,Pro,annual,active,40.83,2025-12-05,,
784,5,Pro,annual,active,40.83,2026-06-17,,
785,1,Free,monthly,canceled,0.0,2025-09-17,2026-06-22,No longer needed
786,4,Pro,monthly,canceled,49.0,2024-12-15,2025-09-06,Missing features
787,1,Free,monthly,active,0.0,2025-11-19,,
788,5,Pro,annual,active,40.83,2026-03-18,,
789,1,Free,monthly,active,0.0,2024-07-16,,
790,1,Free,monthly,active,0.0,2026-04-07,,
791,4,Pro,monthly,upgraded,49.0,2026-04-20,2026-06-30,
792,2,Starter,monthly,canceled,15.0,2024-06-28,2024-08-22,Budget cuts
793,1,Free,monthly,active,0.0,2026-06-20,,
794,1,Free,monthly,active,0.0,2025-03-18,,
795,3,Starter,annual,active,12.5,2024-10-11,,
796,2,Starter,monthly,canceled,15.0,2025-12-07,2026-02-01,No longer needed
797,4,Pro,monthly,active,49.0,2026-04-07,,
798,2,Starter,monthly,active,15.0,2025-11-12,,
799,2,Starter,monthly,active,15.0,2024-02-04,,
800,2,Starter,monthly,canceled,15.0,2024-09-01,2024-11-13,Poor support experience
801,5,Pro,annual,active,40.83,2024-02-03,,
802,6,Enterprise,monthly,canceled,199.0,2026-01-08,2026-03-28,Switched to competitor
803,2,Starter,monthly,active,15.0,2024-12-29,,
804,5,Pro,annual,canceled,40.83,2025-07-17,2025-12-01,Too expensive
805,3,Starter,annual,active,12.5,2025-04-18,,
806,1,Free,monthly,canceled,0.0,2024-12-18,2025-02-01,Poor support experience
807,3,Starter,annual,active,12.5,2025-12-10,,
808,2,Starter,monthly,canceled,15.0,2024-08-12,2026-04-09,Switched to competitor
809,7,Enterprise,annual,active,165.83,2025-04-16,,
810,5,Pro,annual,active,40.83,2026-06-29,,
811,7,Enterprise,annual,active,165.83,2024-09-17,,
812,2,Starter,monthly,canceled,15.0,2024-08-03,2026-03-17,Poor support experience
813,6,Enterprise,monthly,active,199.0,2024-06-02,,
814,1,Free,monthly,active,0.0,2026-02-20,,
815,4,Pro,monthly,active,49.0,2025-09-18,,
816,7,Enterprise,annual,canceled,165.83,2025-06-12,2026-03-30,Poor support experience
817,3,Starter,annual,active,12.5,2025-02-14,,
818,1,Free,monthly,active,0.0,2025-03-11,,
819,1,Free,monthly,active,0.0,2024-12-26,,
820,3,Starter,annual,active,12.5,2024-11-10,,
821,2,Starter,monthly,active,15.0,2025-07-13,,
822,6,Enterprise,monthly,active,199.0,2025-03-16,,
823,3,Starter,annual,upgraded,12.5,2026-06-26,2026-06-30,
824,2,Starter,monthly,upgraded,15.0,2026-06-05,2026-06-30,
825,4,Pro,monthly,active,49.0,2024-12-14,,
826,6,Enterprise,monthly,active,199.0,2025-03-04,,
827,1,Free,monthly,active,0.0,2025-03-11,,
828,1,Free,monthly,active,0.0,2024-06-06,,
829,2,Starter,monthly,canceled,15.0,2024-03-06,2025-10-09,Missing features
830,4,Pro,monthly,active,49.0,2025-11-22,,
831,1,Free,monthly,canceled,0.0,2024-10-25,2025-09-07,Too expensive
832,3,Starter,annual,active,12.5,2024-05-12,,
833,1,Free,monthly,active,0.0,2024-06-11,,
834,5,Pro,annual,upgraded,40.83,2026-05-26,2026-06-30,
835,4,Pro,monthly,canceled,49.0,2025-10-23,2026-03-28,No longer needed
836,1,Free,monthly,active,0.0,2025-09-24,,
837,1,Free,monthly,active,0.0,2026-06-22,,
838,1,Free,monthly,active,0.0,2025-01-12,,
839,1,Free,monthly,active,0.0,2024-01-28,,
840,7,Enterprise,annual,active,165.83,2025-05-08,,
841,3,Starter,annual,canceled,12.5,2024-08-21,2025-02-10,Switched to competitor
842,2,Starter,monthly,active,15.0,2024-06-21,,
843,3,Starter,annual,canceled,12.5,2025-03-28,2026-02-03,Too expensive
844,2,Starter,monthly,canceled,15.0,2024-04-22,2024-12-30,Missing features
845,1,Free,monthly,canceled,0.0,2025-03-07,2026-01-08,Too expensive
846,4,Pro,monthly,canceled,49.0,2024-05-19,2024-10-25,Switched to competitor
847,2,Starter,monthly,active,15.0,2025-01-02,,
848,1,Free,monthly,active,0.0,2025-11-04,,
849,2,Starter,monthly,canceled,15.0,2026-03-21,2026-05-21,No longer needed
850,5,Pro,annual,canceled,40.83,2024-10-24,2025-12-18,Budget cuts
851,4,Pro,monthly,active,49.0,2025-01-26,,
852,3,Starter,annual,canceled,12.5,2024-08-30,2025-10-13,Poor support experience
853,5,Pro,annual,canceled,40.83,2024-10-31,2025-12-06,Missing features
854,4,Pro,monthly,active,49.0,2026-05-10,,
855,1,Free,monthly,active,0.0,2024-02-25,,
856,4,Pro,monthly,active,49.0,2025-06-25,,
857,4,Pro,monthly,active,49.0,2024-12-02,,
858,6,Enterprise,monthly,active,199.0,2026-02-02,,
859,1,Free,monthly,active,0.0,2025-01-21,,
860,1,Free,monthly,active,0.0,2026-05-24,,
861,7,Enterprise,annual,active,165.83,2025-07-03,,
862,6,Enterprise,monthly,canceled,199.0,2026-04-26,2026-05-31,Budget cuts
863,7,Enterprise,annual,canceled,165.83,2024-05-10,2024-06-23,Budget cuts
864,3,Starter,annual,canceled,12.5,2025-12-27,2026-01-24,Poor support experience
865,1,Free,monthly,active,0.0,2026-04-12,,
866,2,Starter,monthly,active,15.0,2024-09-10,,
867,4,Pro,monthly,active,49.0,2025-11-13,,
868,2,Starter,monthly,active,15.0,2025-04-27,,
869,1,Free,monthly,active,0.0,2026-03-28,,
870,1,Free,monthly,active,0.0,2024-06-23,,
871,4,Pro,monthly,canceled,49.0,2024-07-24,2024-12-26,Budget cuts
872,2,Starter,monthly,active,15.0,2026-06-08,,
873,1,Free,monthly,active,0.0,2025-11-19,,
874,1,Free,monthly,active,0.0,2026-03-21,,
875,1,Free,monthly,canceled,0.0,2025-01-14,2025-09-29,Missing features
876,3,Starter,annual,upgraded,12.5,2026-06-13,2026-06-30,
877,1,Free,monthly,active,0.0,2026-06-08,,
878,4,Pro,monthly,canceled,49.0,2024-01-04,2025-01-19,Poor support experience
879,2,Starter,monthly,active,15.0,2026-03-25,,
880,3,Starter,annual,canceled,12.5,2024-10-27,2025-11-03,Too expensive
881,2,Starter,monthly,active,15.0,2026-03-26,,
882,4,Pro,monthly,canceled,49.0,2024-12-16,2025-03-28,Switched to competitor
883,2,Starter,monthly,canceled,15.0,2024-08-13,2026-05-13,Budget cuts
884,1,Free,monthly,canceled,0.0,2026-03-25,2026-06-14,Budget cuts
885,4,Pro,monthly,active,49.0,2026-05-26,,
886,4,Pro,monthly,canceled,49.0,2025-11-20,2026-06-23,No longer needed
887,1,Free,monthly,active,0.0,2024-11-23,,
888,1,Free,monthly,active,0.0,2026-05-22,,
889,2,Starter,monthly,upgraded,15.0,2026-06-15,2026-06-30,
890,1,Free,monthly,active,0.0,2025-10-08,,
891,4,Pro,monthly,active,49.0,2025-12-18,,
892,4,Pro,monthly,active,49.0,2024-12-11,,
893,1,Free,monthly,active,0.0,2025-02-07,,
894,3,Starter,annual,canceled,12.5,2024-05-20,2026-02-02,Poor support experience
895,4,Pro,monthly,canceled,49.0,2025-11-25,2026-05-18,No longer needed
896,7,Enterprise,annual,active,165.83,2024-08-16,,
897,4,Pro,monthly,active,49.0,2024-09-03,,
