subscription_id,user_id,plan_id,start_date,end_date,status,mrr,cancellation_reason
543,341,1,2026-03-03,2026-04-29,upgraded,0,
544,341,4,2026-04-29,2026-06-30,upgraded,49,
545,342,4,2026-06-07,,active,49,
546,343,1,2024-01-30,2024-08-13,canceled,0,Switched to competitor
547,344,1,2025-06-01,2026-01-04,canceled,0,Poor support experience
548,345,1,2024-12-18,,active,0,
549,346,3,2026-05-27,2026-06-30,upgraded,12.5,
550,347,2,2025-09-07,,active,15,
551,348,1,2025-04-15,2025-09-13,canceled,0,Switched to competitor
552,349,1,2025-10-24,2026-01-22,upgraded,0,
553,349,5,2026-01-22,,active,40.83,
554,350,1,2025-11-02,2025-12-12,upgraded,0,
555,350,3,2025-12-12,2026-02-17,upgraded,12.5,
556,350,7,2026-02-17,,active,165.83,
557,351,1,2026-01-08,2026-03-04,upgraded,0,
558,351,6,2026-03-04,,active,199,
559,352,2,2024-12-17,,active,15,
560,353,1,2026-05-10,,active,0,
561,354,3,2025-11-01,,active,12.5,
562,355,1,2025-04-19,2026-06-21,canceled,0,Budget cuts
563,356,1,2024-05-02,,active,0,
564,357,1,2025-04-13,,active,0,
565,358,4,2025-04-07,2025-05-19,upgraded,49,
566,358,2,2025-05-19,,active,15,
567,359,2,2025-02-17,2026-01-13,canceled,15,No longer needed
568,360,2,2024-07-14,2024-11-11,upgraded,15,
569,360,7,2024-11-11,2025-01-27,downgraded,165.83,
570,360,1,2025-01-27,2025-05-05,canceled,0,Poor support experience
571,361,1,2025-08-25,,active,0,
572,362,1,2026-06-28,,active,0,
573,363,1,2026-01-14,,active,0,
574,364,1,2025-09-30,2025-11-22,upgraded,0,
575,364,7,2025-11-22,,active,165.83,
576,365,1,2025-07-14,,active,0,
577,366,4,2025-09-29,2026-01-08,upgraded,49,
578,366,1,2026-01-08,,active,0,
579,367,3,2024-07-22,2024-08-11,upgraded,12.5,
580,367,1,2024-08-11,,active,0,
581,368,1,2024-07-31,2024-09-16,upgraded,0,
582,368,3,2024-09-16,,active,12.5,
583,369,3,2024-04-02,2024-07-23,canceled,12.5,Switched to competitor
584,370,4,2024-04-12,2024-08-02,upgraded,49,
585,370,1,2024-08-02,,active,0,
586,371,2,2026-05-22,2026-06-30,upgraded,15,
587,372,1,2024-04-26,2024-08-22,canceled,0,Poor support experience
588,373,2,2026-05-14,2026-06-30,upgraded,15,
589,374,1,2024-01-30,,active,0,
590,375,1,2024-09-24,2025-01-01,upgraded,0,
591,375,3,2025-01-01,2025-03-22,upgraded,12.5,
592,375,7,2025-03-22,2025-07-09,downgraded,165.83,
593,375,2,2025-07-09,,active,15,
594,376,1,2025-06-19,2026-04-02,canceled,0,Budget cuts
595,377,1,2024-02-25,2024-06-19,upgraded,0,
596,377,5,2024-06-19,,active,40.83,
597,378,2,2024-10-11,2024-11-30,upgraded,15,
598,378,1,2024-11-30,2025-02-06,upgraded,0,
599,378,2,2025-02-06,,active,15,
600,379,1,2024-03-31,2024-06-08,upgraded,0,
601,379,2,2024-06-08,2024-09-13,upgraded,15,
602,379,4,2024-09-13,2024-12-07,upgraded,49,
603,379,3,2024-12-07,,active,12.5,
604,380,1,2025-07-16,,active,0,
605,381,1,2025-01-07,2026-04-26,canceled,0,Missing features
606,382,2,2024-04-09,2025-12-24,canceled,15,Missing features
607,383,2,2024-02-16,2024-05-28,upgraded,15,
608,383,1,2024-05-28,2025-12-11,canceled,0,Too expensive
609,384,1,2026-05-22,2026-06-15,canceled,0,No longer needed
610,385,3,2026-03-01,2026-05-27,upgraded,12.5,
611,385,2,2026-05-27,2026-06-30,upgraded,15,
612,386,1,2025-03-19,2025-05-26,upgraded,0,
613,386,7,2025-05-26,2025-07-10,downgraded,165.83,
614,386,1,2025-07-10,,active,0,
615,387,1,2025-01-31,,active,0,
616,388,1,2024-10-28,2024-12-01,upgraded,0,
617,388,7,2024-12-01,2025-02-16,canceled,165.83,Too expensive
618,389,2,2025-10-09,2025-12-17,upgraded,15,
619,389,3,2025-12-17,2026-05-24,canceled,12.5,Budget cuts
620,390,2,2025-12-28,,active,15,
621,391,1,2025-06-19,,active,0,
622,392,1,2026-05-09,,active,0,
623,393,1,2026-01-30,,active,0,
624,394,2,2025-03-02,,active,15,
625,395,4,2025-10-10,,active,49,
626,396,3,2025-11-30,2026-02-12,upgraded,12.5,
627,396,5,2026-02-12,,active,40.83,
628,397,1,2026-05-16,2026-06-23,canceled,0,Switched to competitor
629,398,1,2025-05-17,2025-09-06,upgraded,0,
630,398,6,2025-09-06,2025-11-09,downgraded,199,
631,398,2,2025-11-09,2026-03-09,upgraded,15,
632,398,5,2026-03-09,,active,40.83,
633,399,2,2024-06-12,2024-07-25,canceled,15,Missing features
634,400,4,2026-02-09,2026-04-16,upgraded,49,
635,400,1,2026-04-16,2026-05-31,canceled,0,Budget cuts
636,401,1,2025-09-28,,active,0,
637,402,2,2024-01-26,,active,15,
638,403,2,2024-04-08,,active,15,
639,404,1,2024-07-29,2024-11-03,upgraded,0,
640,404,6,2024-11-03,2025-01-23,downgraded,199,
641,404,4,2025-01-23,,active,49,
642,405,3,2025-04-15,,active,12.5,
643,406,3,2025-02-21,,active,12.5,
644,407,1,2026-02-13,,active,0,
645,408,3,2026-02-22,2026-03-24,upgraded,12.5,
646,408,1,2026-03-24,,active,0,
647,409,1,2024-10-29,2025-01-27,upgraded,0,
648,409,5,2025-01-27,,active,40.83,
649,410,2,2024-05-24,2026-06-06,canceled,15,Poor support experience
650,411,2,2025-02-26,2025-06-05,upgraded,15,
651,411,3,2025-06-05,2025-08-17,upgraded,12.5,
652,411,7,2025-08-17,2026-02-14,canceled,165.83,Too expensive
653,412,1,2026-05-21,,active,0,
654,413,1,2024-12-04,,active,0,
655,414,1,2025-09-23,2025-11-20,upgraded,0,
656,414,4,2025-11-20,2026-01-31,upgraded,49,
657,414,1,2026-01-31,2026-04-18,upgraded,0,
658,414,4,2026-04-18,,active,49,
659,415,3,2024-09-09,2024-12-17,upgraded,12.5,
660,415,7,2024-12-17,2025-01-28,downgraded,165.83,
661,415,1,2025-01-28,,active,0,
662,416,2,2025-04-01,2025-07-23,upgraded,15,
663,416,3,2025-07-23,,active,12.5,
664,417,1,2024-07-20,2025-12-11,canceled,0,Poor support experience
665,418,2,2025-02-18,2025-04-02,upgraded,15,
666,418,5,2025-04-02,2025-07-16,upgraded,40.83,
667,418,6,2025-07-16,2026-01-11,canceled,199,Switched to competitor
668,419,4,2025-02-05,2025-04-05,canceled,49,Switched to competitor
669,420,1,2025-11-09,2025-11-30,upgraded,0,
670,420,5,2025-11-30,2026-03-14,upgraded,40.83,
671,420,1,2026-03-14,2026-05-02,canceled,0,Budget cuts
672,421,3,2025-01-02,2025-02-11,upgraded,12.5,
673,421,4,2025-02-11,2025-04-23,upgraded,49,
674,421,1,2025-04-23,,active,0,
675,422,1,2025-04-25,2025-07-17,upgraded,0,
676,422,5,2025-07-17,2025-11-04,upgraded,40.83,
677,422,1,2025-11-04,2026-02-08,upgraded,0,
678,422,4,2026-02-08,,active,49,
679,423,2,2025-07-11,,active,15,
680,424,1,2025-06-12,2025-08-04,upgraded,0,
681,424,6,2025-08-04,,active,199,
682,425,1,2024-03-19,2025-08-05,canceled,0,Poor support experience
683,426,3,2026-04-10,,active,12.5,
684,427,1,2024-05-10,2024-08-25,upgraded,0,
685,427,7,2024-08-25,,active,165.83,
686,428,3,2025-02-19,2025-05-18,canceled,12.5,Poor support experience
687,429,1,2025-04-27,,active,0,
688,430,2,2024-06-20,2024-08-19,upgraded,15,
689,430,5,2024-08-19,2024-11-05,upgraded,40.83,
690,430,3,2024-11-05,,active,12.5,
691,431,1,2025-06-19,2025-09-27,upgraded,0,
692,431,2,2025-09-27,2025-12-07,upgraded,15,
693,431,3,2025-12-07,,active,12.5,
694,432,4,2025-05-30,2025-07-10,upgraded,49,
695,432,6,2025-07-10,2025-09-13,canceled,199,Switched to competitor
696,433,2,2026-06-14,2026-06-30,upgraded,15,
697,434,1,2025-03-11,,active,0,
698,435,1,2024-01-06,,active,0,
699,436,4,2024-06-07,,active,49,
700,437,2,2025-02-27,2025-10-26,canceled,15,No longer needed
701,438,1,2026-01-23,2026-04-27,canceled,0,No longer needed
702,439,3,2026-03-15,2026-05-18,upgraded,12.5,
703,439,2,2026-05-18,,active,15,
704,440,2,2025-04-27,2025-06-28,canceled,15,Budget cuts
705,441,1,2025-11-02,2026-02-03,upgraded,0,
706,441,2,2026-02-03,2026-02-23,canceled,15,Switched to competitor
707,442,1,2026-05-20,2026-06-25,canceled,0,Budget cuts
708,443,1,2025-01-03,2025-01-27,upgraded,0,
709,443,5,2025-01-27,,active,40.83,
710,444,4,2025-06-14,,active,49,
711,445,1,2024-08-19,,active,0,
712,446,2,2025-05-30,,active,15,
713,447,3,2025-07-30,,active,12.5,
714,448,1,2024-04-29,,active,0,
715,449,2,2025-07-02,2025-08-02,upgraded,15,
716,449,5,2025-08-02,2025-12-23,canceled,40.83,Missing features
717,450,3,2024-11-17,2025-11-28,canceled,12.5,Budget cuts
718,451,1,2026-01-23,2026-04-22,upgraded,0,
719,451,4,2026-04-22,,active,49,
720,452,1,2024-03-21,2024-05-28,upgraded,0,
721,452,4,2024-05-28,2024-08-09,upgraded,49,
722,452,1,2024-08-09,,active,0,
723,453,4,2025-05-19,,active,49,
724,454,1,2024-05-11,2024-08-29,upgraded,0,
725,454,4,2024-08-29,2024-10-13,upgraded,49,
726,454,2,2024-10-13,2025-02-08,upgraded,15,
727,454,7,2025-02-08,2026-04-10,canceled,165.83,Missing features
728,455,1,2025-04-16,2025-05-29,upgraded,0,
729,455,3,2025-05-29,,active,12.5,
730,456,1,2025-07-15,2025-08-25,upgraded,0,
731,456,6,2025-08-25,2025-11-02,downgraded,199,
732,456,4,2025-11-02,,active,49,
733,457,1,2026-05-24,2026-06-10,upgraded,0,
734,457,2,2026-06-10,,active,15,
735,458,2,2025-07-22,,active,15,
736,459,1,2024-05-17,2024-07-03,canceled,0,Poor support experience
737,460,1,2025-02-11,,active,0,
738,461,1,2025-01-04,,active,0,
739,462,1,2025-10-27,2025-11-28,upgraded,0,
740,462,7,2025-11-28,2026-01-30,downgraded,165.83,
741,462,5,2026-01-30,2026-05-28,canceled,40.83,Missing features
742,463,1,2025-09-20,2026-04-10,canceled,0,Budget cuts
743,464,4,2025-02-18,,active,49,
744,465,1,2026-06-27,2026-06-30,upgraded,0,
745,466,2,2026-01-31,,active,15,
746,467,4,2026-02-28,2026-06-05,canceled,49,Too expensive
747,468,1,2026-01-25,2026-05-21,upgraded,0,
748,468,7,2026-05-21,2026-06-30,downgraded,165.83,
749,469,1,2025-04-23,2025-08-11,upgraded,0,
750,469,6,2025-08-11,2025-10-08,downgraded,199,
751,469,1,2025-10-08,2026-01-23,upgraded,0,
752,469,7,2026-01-23,,active,165.83,
753,470,3,2025-04-12,2026-04-16,canceled,12.5,Switched to competitor
754,471,4,2026-04-04,2026-05-23,canceled,49,Poor support experience
755,472,1,2025-07-01,2025-11-17,canceled,0,Too expensive
756,473,1,2025-07-15,,active,0,
757,474,2,2024-09-26,,active,15,
758,475,1,2025-02-26,2025-04-01,upgraded,0,
759,475,4,2025-04-01,2025-04-30,upgraded,49,
760,475,2,2025-04-30,,active,15,
761,476,1,2024-07-11,,active,0,
762,477,1,2024-08-26,,active,0,
763,478,1,2024-03-23,,active,0,
764,479,1,2026-04-28,,active,0,
765,480,1,2025-06-17,,active,0,
766,481,3,2024-05-05,2026-06-04,canceled,12.5,Budget cuts
767,482,1,2024-01-16,2024-02-10,upgraded,0,
768,482,3,2024-02-10,2024-05-09,upgraded,12.5,
769,482,1,2024-05-09,2024-06-04,upgraded,0,
770,482,7,2024-06-04,2025-09-10,canceled,165.83,No longer needed
771,483,1,2024-06-07,2024-07-12,canceled,0,No longer needed
772,484,3,2025-12-19,,active,12.5,
773,485,1,2024-01-22,2024-04-26,upgraded,0,
774,485,5,2024-04-26,,active,40.83,
775,486,1,2024-07-13,2024-08-03,upgraded,0,
776,486,4,2024-08-03,,active,49,
777,487,3,2024-06-07,,active,12.5,
778,488,2,2026-05-27,,active,15,
779,489,2,2026-02-23,2026-06-13,canceled,15,Budget cuts
780,490,1,2026-06-13,,active,0,
781,491,1,2024-09-19,,active,0,
782,492,4,2026-03-31,2026-06-30,upgraded,49,
783,493,4,2025-06-25,2025-07-12,upgraded,49,
784,493,6,2025-07-12,2025-08-13,downgraded,199,
785,493,2,2025-08-13,,active,15,
786,494,1,2025-01-29,2025-02-16,upgraded,0,
787,494,4,2025-02-16,,active,49,
788,495,1,2025-01-01,,active,0,
789,496,2,2025-06-30,2026-02-10,canceled,15,No longer needed
790,497,4,2025-09-15,,active,49,
791,498,1,2026-01-13,2026-02-11,canceled,0,Too expensive
792,499,4,2024-01-23,,active,49,
793,500,1,2025-04-16,2025-05-07,upgraded,0,
794,500,4,2025-05-07,2025-06-10,canceled,49,Too expensive
795,501,4,2025-08-05,2025-11-24,upgraded,49,
796,501,1,2025-11-24,2026-06-26,canceled,0,Missing features
797,502,1,2025-10-19,2025-12-03,canceled,0,Missing features
798,503,1,2026-06-07,,active,0,
799,504,1,2024-02-12,2024-06-07,upgraded,0,
800,504,3,2024-06-07,2024-07-23,upgraded,12.5,
801,504,6,2024-07-23,2024-09-08,downgraded,199,
802,504,3,2024-09-08,,active,12.5,
803,505,2,2025-05-31,2025-09-23,canceled,15,Poor support experience
804,506,1,2025-02-12,2025-04-06,upgraded,0,
805,506,5,2025-04-06,,active,40.83,
806,507,1,2025-10-29,,active,0,
807,508,1,2024-04-25,,active,0,
808,509,2,2026-04-21,2026-06-20,upgraded,15,
809,509,3,2026-06-20,,active,12.5,
810,510,2,2026-01-27,,active,15,
811,511,3,2024-01-24,,active,12.5,
812,512,2,2025-01-20,,active,15,
813,513,3,2025-11-01,,active,12.5,
814,514,1,2024-08-24,2024-10-27,upgraded,0,
815,514,7,2024-10-27,,active,165.83,
816,515,3,2025-05-27,2025-06-19,upgraded,12.5,
817,515,2,2025-06-19,,active,15,
818,516,1,2024-01-19,,active,0,
819,517,4,2026-06-18,,active,49,
820,518,1,2026-01-17,2026-05-11,canceled,0,Missing features
821,519,1,2024-12-03,2025-03-17,upgraded,0,
822,519,4,2025-03-17,2025-05-07,upgraded,49,
823,519,7,2025-05-07,,active,165.83,
824,520,4,2025-03-16,2025-05-20,upgraded,49,
825,520,3,2025-05-20,2025-07-14,upgraded,12.5,
826,520,6,2025-07-14,,active,199,
827,521,2,2024-11-21,2025-03-05,upgraded,15,
828,521,7,2025-03-05,2026-02-12,canceled,165.83,Poor support experience
829,522,2,2024-06-04,2025-04-16,canceled,15,Missing features
830,523,4,2025-09-02,2025-11-05,upgraded,49,
831,523,3,2025-11-05,,active,12.5,
832,524,1,2026-05-22,2026-06-25,canceled,0,Budget cuts
833,525,2,2024-08-15,2026-06-06,canceled,15,Poor support experience
834,526,4,2026-06-27,,active,49,
835,527,2,2025-07-03,,active,15,
836,528,2,2025-07-04,,active,15,
837,529,1,2026-06-24,,active,0,
838,530,1,2026-04-29,2026-06-30,upgraded,0,
839,531,2,2024-11-27,2025-03-18,upgraded,15,
840,531,7,2025-03-18,,active,165.83,
841,532,2,2026-01-05,,active,15,
842,533,1,2024-06-12,2024-07-07,upgraded,0,
843,533,2,2024-07-07,2024-10-30,upgraded,15,
844,533,5,2024-10-30,2024-12-09,upgraded,40.83,
845,533,6,2024-12-09,2025-09-05,canceled,199,Too expensive
846,534,1,2026-02-26,2026-03-25,canceled,0,No longer needed
847,535,2,2024-01-04,2024-04-26,upgraded,15,
848,535,1,2024-04-26,2025-11-16,canceled,0,Poor support experience
849,536,1,2024-08-10,,active,0,
850,537,2,2026-04-19,2026-05-21,upgraded,15,
851,537,4,2026-05-21,2026-06-16,canceled,49,Too expensive
852,538,1,2024-11-01,2025-06-10,canceled,0,Poor support experience
853,539,3,2026-03-17,2026-05-27,upgraded,12.5,
854,539,4,2026-05-27,,active,49,
855,540,1,2026-02-15,,active,0,
856,541,3,2024-08-02,,active,12.5,
857,542,1,2025-03-13,2025-04-23,upgraded,0,
858,542,7,2025-04-23,2025-07-07,canceled,165.83,No longer needed
859,543,1,2026-01-16,2026-05-14,upgraded,0,
860,543,5,2026-05-14,2026-06-30,upgraded,40.83,
861,544,1,2025-04-21,,active,0,
862,545,1,2026-04-05,2026-06-30,upgraded,0,
863,546,1,2026-02-24,2026-06-08,upgraded,0,
864,546,7,2026-06-08,,active,165.83,
865,547,2,2025-11-19,,active,15,
866,548,4,2026-03-13,,active,49,
867,549,2,2025-08-14,2025-10-29,canceled,15,Too expensive
868,550,1,2025-08-07,2026-06-15,canceled,0,Too expensive
869,551,1,2025-02-27,2025-04-14,upgraded,0,
870,551,5,2025-04-14,2026-02-27,canceled,40.83,Too expensive
871,552,3,2026-03-07,2026-04-30,canceled,12.5,Switched to competitor
872,553,1,2024-11-13,2025-01-20,upgraded,0,
873,553,6,2025-01-20,2025-04-29,downgraded,199,
874,553,5,2025-04-29,,active,40.83,
875,554,1,2025-01-31,2025-03-23,upgraded,0,
876,554,2,2025-03-23,,active,15,
877,555,3,2024-04-15,,active,12.5,
878,556,4,2024-10-20,2025-01-06,upgraded,49,
879,556,5,2025-01-06,2025-01-25,upgraded,40.83,
880,556,1,2025-01-25,2025-11-19,canceled,0,Too expensive
881,557,1,2025-06-10,2026-05-31,canceled,0,Budget cuts
882,558,2,2024-03-13,2024-07-04,upgraded,15,
883,558,1,2024-07-04,,active,0,
884,559,2,2024-03-29,2024-04-17,upgraded,15,
885,559,1,2024-04-17,2024-07-12,upgraded,0,
886,559,6,2024-07-12,,active,199,
887,560,1,2024-12-06,,active,0,
888,561,4,2026-04-12,2026-05-06,upgraded,49,
889,561,7,2026-05-06,,active,165.83,
890,562,1,2024-05-27,,active,0,
891,563,3,2025-05-14,,active,12.5,
892,564,4,2025-06-04,2025-09-11,canceled,49,Too expensive
893,565,1,2025-02-27,,active,0,
894,566,2,2026-03-17,2026-06-25,upgraded,15,
895,566,1,2026-06-25,,active,0,
896,567,4,2025-08-29,,active,49,
897,568,1,2026-02-28,,active,0,
898,569,1,2025-11-07,2025-12-03,upgraded,0,
899,569,6,2025-12-03,2026-01-26,canceled,199,Budget cuts
900,570,1,2025-03-21,2025-07-18,upgraded,0,
901,570,2,2025-07-18,2026-04-01,canceled,15,Budget cuts
902,571,4,2025-01-13,,active,49,
903,572,2,2025-03-18,2025-05-09,upgraded,15,
904,572,1,2025-05-09,2026-02-26,canceled,0,No longer needed
905,573,4,2024-05-22,2025-10-20,canceled,49,Budget cuts
906,574,1,2025-10-25,2025-12-06,upgraded,0,
907,574,7,2025-12-06,2026-02-19,downgraded,165.83,
908,574,6,2026-02-19,,active,199,
909,575,1,2026-03-18,2026-04-26,upgraded,0,
910,575,5,2026-04-26,2026-06-10,upgraded,40.83,
911,575,4,2026-06-10,,active,49,
912,576,1,2025-03-10,2025-05-02,upgraded,0,
913,576,5,2025-05-02,2025-12-02,canceled,40.83,Too expensive
914,577,3,2024-02-08,2024-03-15,upgraded,12.5,
915,577,2,2024-03-15,2024-04-18,upgraded,15,
916,577,1,2024-04-18,2024-06-08,upgraded,0,
917,577,7,2024-06-08,2025-02-26,canceled,165.83,Too expensive
918,578,4,2025-06-13,2026-05-04,canceled,49,Budget cuts
919,579,1,2024-11-15,2025-01-18,upgraded,0,
920,579,2,2025-01-18,,active,15,
921,580,3,2024-12-27,,active,12.5,
922,581,1,2025-08-15,2025-12-02,upgraded,0,
923,581,3,2025-12-02,2026-01-26,canceled,12.5,Budget cuts
924,582,1,2024-03-19,,active,0,
925,583,4,2026-01-26,,active,49,
926,584,2,2024-12-17,,active,15,
927,585,4,2025-11-07,,active,49,
928,586,1,2024-06-20,2024-09-19,upgraded,0,
929,586,3,2024-09-19,2024-10-11,upgraded,12.5,
930,586,1,2024-10-11,2024-11-08,upgraded,0,
931,586,5,2024-11-08,,active,40.83,
932,587,2,2024-09-25,,active,15,
933,588,2,2025-06-28,,active,15,
934,589,3,2025-04-17,2025-08-09,canceled,12.5,No longer needed
935,590,2,2025-11-19,2026-03-22,canceled,15,Missing features
936,591,3,2024-07-16,,active,12.5,
937,592,1,2024-03-29,2024-06-12,upgraded,0,
938,592,2,2024-06-12,2024-07-02,upgraded,15,
939,592,1,2024-07-02,,active,0,
940,593,2,2024-09-16,,active,15,
941,594,1,2024-06-14,2024-09-02,upgraded,0,
942,594,5,2024-09-02,2024-11-09,upgraded,40.83,
943,594,7,2024-11-09,2026-05-07,canceled,165.83,No longer needed
944,595,3,2025-05-18,2026-04-29,canceled,12.5,No longer needed
945,596,1,2025-03-28,2025-07-07,upgraded,0,
946,596,3,2025-07-07,,active,12.5,
947,597,3,2025-10-30,,active,12.5,
948,598,1,2025-05-04,2026-05-27,canceled,0,Too expensive
949,599,1,2025-01-02,2025-04-11,upgraded,0,
950,599,2,2025-04-11,2025-05-25,upgraded,15,
951,599,1,2025-05-25,2025-09-11,canceled,0,Poor support experience
952,600,1,2026-05-11,2026-06-10,canceled,0,Missing features
953,601,1,2025-10-07,,active,0,
954,602,2,2025-05-15,2025-06-23,canceled,15,Budget cuts
955,603,3,2024-12-11,,active,12.5,
956,604,1,2024-03-14,,active,0,
957,605,2,2024-06-25,2024-08-23,upgraded,15,
958,605,6,2024-08-23,2024-12-21,downgraded,199,
959,605,7,2024-12-21,2025-04-14,downgraded,165.83,
960,605,2,2025-04-14,,active,15,
961,606,3,2025-05-24,2026-05-08,canceled,12.5,Poor support experience
962,607,2,2025-07-12,2025-07-27,upgraded,15,
963,607,6,2025-07-27,2025-10-05,downgraded,199,
964,607,2,2025-10-05,,active,15,
965,608,4,2025-12-14,,active,49,
966,609,4,2026-06-19,2026-06-30,upgraded,49,
967,610,1,2024-07-30,,active,0,
968,611,1,2025-09-18,,active,0,
969,612,1,2025-09-25,,active,0,
970,613,4,2025-12-02,2026-03-17,canceled,49,Missing features
971,614,3,2024-09-14,,active,12.5,
972,615,4,2024-03-13,,active,49,
973,616,1,2024-08-21,,active,0,
974,617,2,2024-05-28,2024-07-04,upgraded,15,
975,617,1,2024-07-04,,active,0,
976,618,2,2024-05-10,2024-05-27,upgraded,15,
977,618,4,2024-05-27,,active,49,
978,619,1,2026-06-26,2026-06-30,upgraded,0,
979,620,2,2025-02-25,,active,15,
980,621,1,2024-09-10,2024-10-09,upgraded,0,
981,621,6,2024-10-09,2026-01-27,canceled,199,Switched to competitor
982,622,4,2025-04-26,2025-08-24,upgraded,49,
983,622,6,2025-08-24,2025-11-23,downgraded,199,
984,622,4,2025-11-23,,active,49,
985,623,1,2024-03-26,,active,0,
986,624,1,2025-05-06,,active,0,
987,625,2,2024-07-08,,active,15,
988,626,1,2024-02-03,2024-02-18,upgraded,0,
989,626,7,2024-02-18,2024-05-20,downgraded,165.83,
990,626,6,2024-05-20,,active,199,
991,627,1,2025-06-11,,active,0,
992,628,1,2025-10-25,2026-01-02,upgraded,0,
993,628,2,2026-01-02,2026-01-25,upgraded,15,
994,628,6,2026-01-25,,active,199,
995,629,1,2026-06-11,,active,0,
996,630,1,2024-02-25,2025-04-28,canceled,0,Switched to competitor
997,631,1,2025-04-07,,active,0,
998,632,1,2024-07-02,2024-08-24,upgraded,0,
999,632,5,2024-08-24,,active,40.83,
1000,633,1,2025-03-02,2025-08-12,canceled,0,Missing features
1001,634,1,2024-01-23,,active,0,
1002,635,2,2026-05-12,2026-06-30,upgraded,15,
1003,636,1,2024-10-22,,active,0,
1004,637,4,2024-07-05,,active,49,
1005,638,3,2025-03-27,,active,12.5,
1006,639,1,2024-06-15,2025-02-07,canceled,0,Switched to competitor
1007,640,1,2024-01-05,2024-02-24,upgraded,0,
1008,640,2,2024-02-24,,active,15,
1009,641,1,2026-03-29,2026-05-26,upgraded,0,
1010,641,3,2026-05-26,,active,12.5,
1011,642,2,2025-02-15,,active,15,
1012,643,1,2024-07-19,2024-10-16,upgraded,0,
1013,643,7,2024-10-16,2024-12-19,downgraded,165.83,
1014,643,2,2024-12-19,,active,15,
1015,644,3,2025-09-09,2026-04-05,canceled,12.5,No longer needed
1016,645,1,2024-10-18,2024-11-29,upgraded,0,
1017,645,3,2024-11-29,2025-01-01,upgraded,12.5,
1018,645,5,2025-01-01,2025-02-28,upgraded,40.83,
1019,645,6,2025-02-28,2025-06-20,canceled,199,Missing features
1020,646,3,2024-10-22,,active,12.5,
1021,647,3,2024-07-31,2025-06-02,canceled,12.5,Too expensive
1022,648,4,2025-02-28,,active,49,
1023,649,1,2024-02-13,2024-05-17,upgraded,0,
1024,649,5,2024-05-17,2024-07-27,upgraded,40.83,
1025,649,1,2024-07-27,,active,0,
1026,650,4,2024-09-25,2024-10-26,upgraded,49,
1027,650,1,2024-10-26,2026-03-05,canceled,0,Poor support experience
1028,651,4,2024-01-30,2026-01-19,canceled,49,Missing features
1029,652,2,2025-10-05,2025-12-07,upgraded,15,
1030,652,5,2025-12-07,2026-02-20,upgraded,40.83,
1031,652,7,2026-02-20,,active,165.83,
1032,653,1,2024-05-29,2024-09-25,upgraded,0,
1033,653,4,2024-09-25,2024-10-14,upgraded,49,
1034,653,7,2024-10-14,2024-11-13,downgraded,165.83,
1035,653,6,2024-11-13,,active,199,
1036,654,1,2025-06-26,,active,0,
1037,655,3,2026-04-26,2026-06-11,canceled,12.5,Too expensive
1038,656,2,2024-05-20,,active,15,
1039,657,2,2026-05-01,,active,15,
1040,658,1,2025-04-16,,active,0,
1041,659,1,2025-06-19,2025-07-27,upgraded,0,
1042,659,6,2025-07-27,,active,199,
1043,660,1,2024-11-10,2025-11-13,canceled,0,No longer needed
1044,661,2,2024-02-13,2024-05-27,upgraded,15,
1045,661,4,2024-05-27,,active,49,
1046,662,1,2025-11-14,2026-01-07,upgraded,0,
1047,662,2,2026-01-07,2026-03-20,upgraded,15,
1048,662,5,2026-03-20,2026-06-22,upgraded,40.83,
1049,662,6,2026-06-22,,active,199,
1050,663,1,2024-04-02,2024-05-31,upgraded,0,
1051,663,6,2024-05-31,,active,199,
1052,664,1,2025-06-01,,active,0,
1053,665,2,2026-01-12,,active,15,
1054,666,1,2026-05-04,,active,0,
1055,667,1,2025-06-16,2025-08-01,upgraded,0,
1056,667,4,2025-08-01,,active,49,
1057,668,1,2025-09-06,,active,0,
1058,669,1,2025-11-26,2025-12-24,upgraded,0,
1059,669,7,2025-12-24,,active,165.83,
1060,670,4,2025-02-14,,active,49,
1061,671,1,2026-05-14,2026-06-18,canceled,0,Budget cuts
1062,672,4,2024-12-30,2025-07-01,canceled,49,Poor support experience
1063,673,1,2025-05-16,2025-07-11,upgraded,0,
1064,673,4,2025-07-11,2025-09-06,canceled,49,Budget cuts
1065,674,2,2025-01-26,2026-01-26,canceled,15,Too expensive
1066,675,1,2024-07-25,2024-11-04,upgraded,0,
1067,675,7,2024-11-04,2026-03-28,canceled,165.83,Budget cuts
1068,676,1,2026-06-20,,active,0,
1069,677,1,2025-05-18,,active,0,
1070,678,2,2025-04-26,2026-04-06,canceled,15,Poor support experience
1071,679,2,2024-11-24,2025-01-25,upgraded,15,
1072,679,4,2025-01-25,,active,49,
1073,680,1,2024-04-09,2025-03-14,canceled,0,Missing features
1074,681,1,2026-06-08,,active,0,
1075,682,1,2024-09-30,,active,0,
1076,683,2,2025-12-08,,active,15,
1077,684,1,2025-05-23,,active,0,
1078,685,1,2026-01-30,,active,0,
1079,686,2,2024-12-21,,active,15,
1080,687,2,2024-09-14,,active,15,
1081,688,4,2025-05-26,2025-06-23,upgraded,49,
1082,688,3,2025-06-23,,active,12.5,
1083,689,3,2025-06-18,,active,12.5,
1084,690,1,2025-10-11,2025-11-21,upgraded,0,
1085,690,7,2025-11-21,2025-12-23,downgraded,165.83,
